filename,pool,file_path,linked_from_root,meet_name,date_raw,date_start,date_end,location,source,file_size_bytes,notes
02JrNats.htm,Results,public/LiftTilYaDie/Results/02JrNats.htm,False,2002 JUNIOR NATIONALS,"March 8 - 10, 2002",2002-03-08,2002-03-10,"USA WEIGHTLIFTING JUNIOR NATIONALS Manhattan Beach, CA",,275836,has_record_notations; large_file_possibly_multi_meet
02NatJrs.htm,Results,public/LiftTilYaDie/Results/02NatJrs.htm,True,2002 NATIONAL JUNIORS,"March 8 - 10, 2002",2002-03-08,2002-03-10,"USA WEIGHTLIFTING NATIONAL JUNIORS Manhattan Beach, CA",,233960,has_record_notations; large_file_possibly_multi_meet
02NoGutsNoGlory.htm,Results,public/LiftTilYaDie/Results/02NoGutsNoGlory.htm,False,2002 NO GUTS/NO CLORY OPEN,2002,2002,,"Rancho Cordova, CA",Jim Schmitz,18953,
02NSA.htm,Results,public/LiftTilYaDie/Results/02NSA.htm,True,2002 JUNIOR OLYMPICS & NATIONAL SCHOOLAGE CHAMPIONSHIPS,"June 7 - 9, 2002",2002-06-07,2002-06-09,"LOUIS, MO",Denis Reno's Newsletter,78525,
02PWAChp.htm,Results,public/LiftTilYaDie/Results/02PWAChp.htm,False,2002 PWA CHAMPIONSHIPS,2002,2002,,,,54076,
02PWAJrChp.htm,Results,public/LiftTilYaDie/Results/02PWAJrChp.htm,False,2002 PWA JUNIOR CHAMPIONSHIPS,2002,2002,,,,21269,
02SrNats.htm,Results,public/LiftTilYaDie/Results/02SrNats.htm,True,2002 SENIOR NATIONALS,"April 26 - 28, 2002",2002-04-26,2002-04-28,"USA WEIGHTLIFTING SENIOR NATIONALS New York City, NY",,84083,has_record_notations
03AmOpen.htm,Results,public/LiftTilYaDie/Results/03AmOpen.htm,True,2003 AMERICAN OPEN,"DECEMBER 5 - 7, 2003",2003-12-05,2003-12-07,"AMERICAN OPEN ATLANTA, GA",,116059,has_record_notations
03GldWst.htm,Results,public/LiftTilYaDie/Results/03GldWst.htm,False,40th ANNUAL GOLDEN WEST OPEN,2003,2003,,"A N N U A L GOLDEN WEST OPEN South San Francisco, CA",,31865,
03HighDesert.htm,Results,public/LiftTilYaDie/Results/03HighDesert.htm,False,2003 High Desert Open Results,2003,2003,,"Reno, NV",,22275,
03JrNats.htm,Results,public/LiftTilYaDie/Results/03JrNats.htm,False,2003 JUNIOR NATIONALS,"March 28 - 30, 2003",2003-03-28,2003-03-30,"USA WEIGHTLIFTING JUNIOR NATIONALS Altamonte Springs, FL",,146048,has_record_notations
03JrNatsTemp.htm,Results,public/LiftTilYaDie/Results/03JrNatsTemp.htm,False,2003 JUNIOR NATIONALS,"March 28 - 30, 2003",2003-03-28,2003-03-30,"USA WEIGHTLIFTING JUNIOR NATIONALS Altamonte Springs, FL",,93226,possible_draft_or_temp; has_record_notations
03NatJrs.htm,Results,public/LiftTilYaDie/Results/03NatJrs.htm,True,2003 NATIONAL JUNIORS,"March 28 - 30, 2003",2003-03-28,2003-03-30,"USA WEIGHTLIFTING NATIONAL JUNIORS Altamonte Springs, FL",,146048,has_record_notations
03NoGutsNoGlory.htm,Results,public/LiftTilYaDie/Results/03NoGutsNoGlory.htm,False,2003 NO GUTS/NO GLORY OPEN,2003,2003,,"No Glory OPEN CSUS Aquatic Center Rancho Cordova, CA",Jim Schmitz,21251,
03NorCal.htm,Results,public/LiftTilYaDie/Results/03NorCal.htm,False,2003 NORTHERN CALIFORNIA/SACRAMENTO OPEN,2003,2003,,,Jim Schmitz,13549,
03PWAChp.htm,Results,public/LiftTilYaDie/Results/03PWAChp.htm,False,2003 PACIFIC WEIGHTLIFTING ASSOCIATION CHAMPIONSHIP,2003,2003,,,,44296,has_record_notations
03SrNats.htm,Results,public/LiftTilYaDie/Results/03SrNats.htm,True,2003 USAW SENIOR NATIONALS,"May 16 - 18, 2003",2003-17-16,2003-17-18,"USA WEIGHTLIFTING SENIOR NATIONALS Chattanooga, TN",,90561,has_record_notations
03TitanGames.htm,Results,public/LiftTilYaDie/Results/03TitanGames.htm,False,2003 TITAN GAMES,"February 14 - 15, 2003",2003-02-14,2003-02-15,"TITAN GAMES San Jose, CA",,15041,
03TitanWomen.htm,Results,public/LiftTilYaDie/Results/03TitanWomen.htm,False,2003 TITAN GAMES,"February 14 - 15, 2003",2003-02-14,2003-02-15,"TITAN GAMES San Jose, CA",,15041,
04AmOpen.htm,Results,public/LiftTilYaDie/Results/04AmOpen.htm,True,2004 AMERICAN OPEN,"DECEMBER 3 - 5, 2004",2004-12-03,2004-12-05,"AMERICAN OPEN SHREVEPORT, LA",,115630,has_record_notations
04CalStates.htm,Results,public/LiftTilYaDie/Results/04CalStates.htm,False,2004 CALIFORNIA STATES WEIGHTLIFTING CHAMPIONSHIP,2004,2004,,,Jim Schmitz,24199,
04GldWst.htm,Results,public/LiftTilYaDie/Results/04GldWst.htm,False,41st ANNUAL GOLDEN WEST OPEN,2004,2004,,"A N N U A L GOLDEN WEST OPEN South San Francisco, CA",,38765,has_record_notations
04HighDesert.htm,Results,public/LiftTilYaDie/Results/04HighDesert.htm,False,2004 High Desert Open,2004,2004,,"Reno, NV",Jim Schmitz,23493,
04JrNats.htm,Results,public/LiftTilYaDie/Results/04JrNats.htm,False,2004 JUNIOR NATIONALS,"Feb 13 - 15, 2004",2004-02-13,2004-02-15,"Schaumburg, IL",,110320,has_record_notations
04NatJrs.htm,Results,public/LiftTilYaDie/Results/04NatJrs.htm,True,2004 NATIONAL JUNIORS,"Feb 13 - 15, 2004",2004-02-13,2004-02-15,"Schaumburg, IL",,110320,has_record_notations
04NoGutsNoGlory.htm,Results,public/LiftTilYaDie/Results/04NoGutsNoGlory.htm,False,2004 NO GUTS/NO GLORY OPEN,2004,2004,,"Rancho Cordova, CA",,35156,
04NSA.htm,Results,public/LiftTilYaDie/Results/04NSA.htm,True,2004 NATIONAL SCHOOLAGE CHAMPIONSHIPS,"June 25 - 27, 2004",2004-06-25,2004-06-27,"Vineland, NJ",Denis Reno's Newsletter,131403,
04OlyTry.htm,Results,public/LiftTilYaDie/Results/04OlyTry.htm,True,2004 USAW OLYMPIC TRYOUTS,"MAY 6-8, 2004",2004-17-06,2004-17-08,"USA WEIGHTLIFTING OLYMPIC TRYOUTS Saint Joseph, MO",,61658,has_record_notations
04PWAChp.htm,Results,public/LiftTilYaDie/Results/04PWAChp.htm,False,2004 PACIFIC WEIGHTLIFTING ASSOCIATION CHAMPIONSHIP,2004,2004,,,,34540,
04SrNats.htm,Results,public/LiftTilYaDie/Results/04SrNats.htm,True,2004 SENIOR NATIONALS,"MAR 12 - 14, 2004",2004-03-12,2004-03-14,"Merrillville, IN",,95893,has_record_notations
05AmOpen.htm,Results,public/LiftTilYaDie/Results/05AmOpen.htm,True,2005 AMERICAN OPEN,"DECEMBER 2 - 4, 2005",2005-12-02,2005-12-04,"AMERICAN OPEN KISSIMMEE, FL",,107259,has_record_notations
05GldWst.htm,Results,public/LiftTilYaDie/Results/05GldWst.htm,False,2005 GOLDEN WEST OPEN,2005,2005,,"San Carlos, CA",,36105,has_record_notations
05HighDesert.htm,Results,public/LiftTilYaDie/Results/05HighDesert.htm,False,2005 HIGH DESERT OPEN,"Nov 9, 2020",2020-11-09,2020-11-09,"Reno, NV",Jim Schmitz,7955,
05JCC.htm,Results,public/LiftTilYaDie/Results/05JCC.htm,False,2005 JUMP CAMP CLASSIC,"MAY 22, 2005",2005-17-22,2005-17-22,"LOS ALTOS, CA",,24754,
05JrNats.htm,Results,public/LiftTilYaDie/Results/05JrNats.htm,False,2005 USAW NATIONAL JUNIORS,"APRIL 1-3, 2005",2005-04-01,2005-04-03,"PAUL, MN",,117122,has_record_notations
05NatJrs.htm,Results,public/LiftTilYaDie/Results/05NatJrs.htm,True,2005 USAW NATIONAL JUNIORS,"APRIL 1-3, 2005",2005-04-01,2005-04-03,"PAUL, MN",,117122,has_record_notations
05NoGutsNoGlory.htm,Results,public/LiftTilYaDie/Results/05NoGutsNoGlory.htm,False,2005 NO GUTS/NO GLORY OPEN,"August 7, 2005",2005-08-07,2005-08-07,,,31120,has_record_notations
05NorCal.htm,Results,public/LiftTilYaDie/Results/05NorCal.htm,False,2005 NORTHERN CALIFORNIA OPEN,2005,2005,,"San Carlos, CA",,33651,has_record_notations
05NSA.htm,Results,public/LiftTilYaDie/Results/05NSA.htm,True,2005 NATIONAL SCHOOLAGE CHAMPIONSHIPS,"June 17 - 19, 2005",2005-06-17,2005-06-19,"USA WEIGHTLIFTING National Schoolage Championships MERRILLVILLE, IN",Denis Reno's Newsletter,123172,
05PWAChp.htm,Results,public/LiftTilYaDie/Results/05PWAChp.htm,False,2005 PACIFIC WEIGHTLIFTING ASSOCIATION CHAMPIONSHIP,2005,2005,,"PWA Championships South San Francisco, CA",,42688,has_record_notations
05PWAJrChp.htm,Results,public/LiftTilYaDie/Results/05PWAJrChp.htm,False,2005 PACIFIC WEIGHTLIFTING ASSOCIATION SCHOOLAGE & JUNIOR CHAMPIONSHIP,2005,2005,,"Los Altos, CA",,28001,
05SrNats.htm,Results,public/LiftTilYaDie/Results/05SrNats.htm,True,2005 SENIOR NATIONALS,2005,2005,,"Cleveland, OH",,79511,has_record_notations
06AmOpen.htm,Results,public/LiftTilYaDie/Results/06AmOpen.htm,True,2006 USAW AMERICAN OPEN,"December 1 - 3, 2006",2006-12-01,2006-12-03,"USA WEIGHTLIFTING AMERICAN OPEN Birmingham, AL",,94368,has_record_notations
06CalStateGames.htm,Results,public/LiftTilYaDie/Results/06CalStateGames.htm,False,2006 CALIFORNIA STATE GAMES & CHAMPIONSHIPS,2006,2006,,"San Francisco, CA",,51678,has_record_notations
06Collegiates.htm,Results,public/LiftTilYaDie/Results/06Collegiates.htm,True,2006 NATIONAL COLLEGIATE CHAMPIONSHIPS,"APRIL 29-30, 2006",2006-04-29,2006-04-30,"NATIONAL COLLEGIATES Merrillville, IN",,43045,has_record_notations
06GldWst.htm,Results,public/LiftTilYaDie/Results/06GldWst.htm,False,2006 GOLDEN WEST OPEN,2006,2006,,"San Francisco, CA",,40793,has_record_notations
06JrNats.htm,Results,public/LiftTilYaDie/Results/06JrNats.htm,False,2006 NATIONAL JUNIORS,"March 10 - 12, 2006",2006-03-10,2006-03-12,"USA WEIGHTLIFTING NATIONAL JUNIORS Altamonte Springs, FL",,104703,has_record_notations
06NatJrs.htm,Results,public/LiftTilYaDie/Results/06NatJrs.htm,True,2006 NATIONAL JUNIORS,"March 10 - 12, 2006",2006-03-10,2006-03-12,"USA WEIGHTLIFTING NATIONAL JUNIORS Altamonte Springs, FL",,104972,has_record_notations
06NorCal.htm,Results,public/LiftTilYaDie/Results/06NorCal.htm,False,2006 NORTHERN CALIFRONIA OPEN,2006,2006,,"San Francisco, CA",,39870,has_record_notations
06NSA.htm,Results,public/LiftTilYaDie/Results/06NSA.htm,True,2006 NATIONAL SCHOOLAGE CHAMPIONSHIPS,"JUNE   23 - 24, 2006",2006-06-23,2006-06-24,"USA WEIGHTLIFTING National Schoolage Championships DETROIT, MI",,103860,has_record_notations
06PacificOpen.htm,Results,public/LiftTilYaDie/Results/06PacificOpen.htm,False,2006 PACIFIC OPEN,"February 5, 2006",2006-02-05,2006-02-05,"SAN JOSE, CA",,5754,has_record_notations
06PanAmTeamTrials.htm,Results,public/LiftTilYaDie/Results/06PanAmTeamTrials.htm,True,2006 PAN AM TEAM QUALIFIER,2006,2006,,,,23103,has_record_notations
06PWAChp.htm,Results,public/LiftTilYaDie/Results/06PWAChp.htm,False,2006 PACIFIC WEIGHTLIFTING ASSOCIATION CHAMPIONSHIPS,2006,2006,,"San Francisco, CA",,47049,has_record_notations
06PWAJrChp.htm,Results,public/LiftTilYaDie/Results/06PWAJrChp.htm,False,2006 PACIFIC WEIGHTLIFTING ASSOCIATION SCHOOLAGE & JUNIOR CHAMPIONSHIP,2006,2006,,"Los Altos, CA",,17728,
06SrNats.htm,Results,public/LiftTilYaDie/Results/06SrNats.htm,True,2006 SENIOR NATIONALS,2006,2006,,"SHREVEPORT, LA",,79226,has_record_notations
06TKHighSchool.htm,Results,public/LiftTilYaDie/Results/06TKHighSchool.htm,False,2006 TOMMY KONO HIGH SCHOOL CHALLENGE,2006,2006,,"Sacramento, CA",,17882,
06TKOpen.htm,Results,public/LiftTilYaDie/Results/06TKOpen.htm,False,2006 TOMMY KONO/IRON DRAGON OPEN,2006,2006,,"Sacramento, CA",Jim Schmitz,21719,has_record_notations
07AmOpen.htm,Results,public/LiftTilYaDie/Results/07AmOpen.htm,True,2007 USAW AMERICAN OPEN,"December 2, 2007",2007-12-02,2007-12-02,"USA WEIGHTLIFTING AMERICAN OPEN Birmingham, AL",,95022,has_record_notations
07Collegiates.htm,Results,public/LiftTilYaDie/Results/07Collegiates.htm,True,2007 NATIONAL COLLEGIATE CHAMPIONSHIPS,"APRIL 14-15, 2007",2007-04-14,2007-04-15,,,82709,has_record_notations
07GldWst.htm,Results,public/LiftTilYaDie/Results/07GldWst.htm,False,2007 GOLDEN WEST OPEN,"November 4, 2007",2007-11-04,2007-11-04,"Los Altos, CA",,51091,has_record_notations
07HFLCQ.htm,Results,public/LiftTilYaDie/Results/07HFLCQ.htm,False,2007 HASSLE FREE LAST CHANCE QUALIFIER,"Nov 9, 2020",2020-11-09,2020-11-09,"San Francisco, CA",,7446,
07JrNats.htm,Results,public/LiftTilYaDie/Results/07JrNats.htm,False,2007 NATIONAL JUNIORS,"March 9 - 11, 2007",2007-03-09,2007-03-11,"USA WEIGHTLIFTING NATIONAL JUNIORS Merrillville, IN",,77404,
07LincolnJrOpen.htm,Results,public/LiftTilYaDie/Results/07LincolnJrOpen.htm,False,2007 LINCOLN HIGH SCHOOL JUNIOR OPEN,2007,2007,,"San Francisco, CA",,31095,has_record_notations
07NatJrs.htm,Results,public/LiftTilYaDie/Results/07NatJrs.htm,True,2007 NATIONAL JUNIORS,"March 9 - 11, 2007",2007-03-09,2007-03-11,"USA WEIGHTLIFTING NATIONAL JUNIORS Merrillville, IN",,77787,
07NorCal.htm,Results,public/LiftTilYaDie/Results/07NorCal.htm,False,2007 NORTHERN CALIFORNIA OPEN,"MAY 20, 2007",2007-17-20,2007-17-20,"Los Altos, CA",,43520,has_record_notations
07NSA.htm,Results,public/LiftTilYaDie/Results/07NSA.htm,True,2007 NATIONAL SCHOOLAGE CHAMPIONSHIPS,"July 1, 2007",2007-07-01,2007-07-01,"USA WEIGHTLIFTING National Schoolage Championships SPRINGFIELD, MO",,131981,has_record_notations
07PWAChp.htm,Results,public/LiftTilYaDie/Results/07PWAChp.htm,False,2007 PACIFIC WEIGHTLIFTING ASSOCIATION CHAMPIONSHIP,2007,2007,,"San Francisco, CA",,46048,has_record_notations
07PWAJrChp.htm,Results,public/LiftTilYaDie/Results/07PWAJrChp.htm,False,2007 PACIFIC WEIGHTLIFTING ASSOCIATION JUNIOR CHAMPIONSHIP,2007,2007,,"San Francisco, CA",,23752,has_record_notations
07Redwood.htm,Results,public/LiftTilYaDie/Results/07Redwood.htm,False,2007 REDWOOD EMPIRE CHAMPIONSHIPS,2007,2007,,"Cotati, CA",Jim Schmitz,29898,has_record_notations
07SacHighChallenge.htm,Results,public/LiftTilYaDie/Results/07SacHighChallenge.htm,False,2007 SACRAMENTO HIGH SCHOOL CHALLENGE,2007,2007,,"Sacramento, CA",,19788,
07SacHighJrOpen.htm,Results,public/LiftTilYaDie/Results/07SacHighJrOpen.htm,False,2007 SACRAMENTO HIGH SCHOOL JUNIOR OPEN,2007,2007,,"Sacramento, CA",,32883,has_record_notations
07SrNats.htm,Results,public/LiftTilYaDie/Results/07SrNats.htm,True,2007 USA WEIGHTLIFTING SENIOR NATIONALS,"MAY 11 - 13, 2007",2007-17-11,2007-17-13,"USA WEIGHTLIFTING SENIOR NATIONALS Schaumburg, IL",,85603,has_record_notations
07SrQualifier.htm,Results,public/LiftTilYaDie/Results/07SrQualifier.htm,False,2007 SENIOR NATIONALS QUALIFIER & JUNIOR OPEN,2007,2007,,"Sacramento, CA",,36186,has_record_notations
07TKOpen.htm,Results,public/LiftTilYaDie/Results/07TKOpen.htm,False,2007 TOMMY KONO OPEN,2007,2007,,"Sacramento, CA",,39331,has_record_notations
07TryOut.htm,Results,public/LiftTilYaDie/Results/07TryOut.htm,True,2007 WORLD TEAM SECONDARY QUALIFIER,"MARCH 2, 2007",2007-03-02,2007-03-02,"USAW WORLD TEAM SECONDARY QUALIFIER COLUMBUS, OH",,27498,has_record_notations
08AmOpen.htm,Results,public/LiftTilYaDie/Results/08AmOpen.htm,True,2008 USAW AMERICAN OPEN,"December 5-7, 2008",2008-12-05,2008-12-07,"USA WEIGHTLIFTING AMERICAN OPEN Chandler, AZ",,92858,has_record_notations
08AtlasOpen.htm,Results,public/LiftTilYaDie/Results/08AtlasOpen.htm,False,2008 ATLAS OPEN,2008,2008,,"Sacramento, CA",,23893,has_record_notations
08Collegiates.htm,Results,public/LiftTilYaDie/Results/08Collegiates.htm,True,2008 NATIONAL COLLEGIATE CHAMPIONSHIPS,"APRIL 11-13, 2008",2008-04-11,2008-04-13,,,90323,has_record_notations
08GldWst.htm,Results,public/LiftTilYaDie/Results/08GldWst.htm,False,2008 GOLDEN WEST OPEN,"November 9, 2008",2008-11-09,2008-11-09,"Los Altos, CA",,49626,has_record_notations
08HSFTeam.htm,Results,public/LiftTilYaDie/Results/08HSFTeam.htm,False,2008 HASSLE FREE JUNIOR TEAM CHALLENGE,"December 13, 2008",2008-12-13,2008-12-13,"San Franciso, CA",,42829,
08HSPowerClean.htm,Results,public/LiftTilYaDie/Results/08HSPowerClean.htm,False,2008 NATIONAL HIGH SCHOOL POWER CLEAN CHAMPIONSHIPS,"MAY 16, 2008",2008-17-16,2008-17-16,"NATIONAL HIGH SCHOOL POWER CLEAN CHAMPIONSHIPS LAS VEGAS, NV",,12417,has_record_notations
08LincolnJrOpen.htm,Results,public/LiftTilYaDie/Results/08LincolnJrOpen.htm,False,2008 LINCOLN JUNIOR OPEN,"March 15, 2008",2008-03-15,2008-03-15,"Sacramento, CA",,43504,has_record_notations
08NatJrs.htm,Results,public/LiftTilYaDie/Results/08NatJrs.htm,True,2008 NATIONAL JUNIORS,"February 8 - 10, 2008",2008-02-08,2008-02-10,"USA WEIGHTLIFTING NATIONAL JUNIORS Chattanooga, TN",,70075,has_record_notations
08NorCal.htm,Results,public/LiftTilYaDie/Results/08NorCal.htm,False,2008 NORTHERN CALIFORNIA OPEN,"MAY 25, 2008",2008-17-25,2008-17-25,"Los Altos, CA",,52310,has_record_notations
08NSA.htm,Results,public/LiftTilYaDie/Results/08NSA.htm,True,2008 NATIONAL SCHOOLAGE CHAMPIONSHIPS,"June 20 - 22, 2008",2008-06-20,2008-06-22,"ORLANDO, FL",,218485,large_file_possibly_multi_meet
08OlyTry.htm,Results,public/LiftTilYaDie/Results/08OlyTry.htm,True,2008 USAW OLYMPIC TRYOUTS,"MAY 15 - 16, 2008",2008-17-15,2008-17-16,"USA WEIGHTLIFTING OLYMPIC TRYOUTS ATLANTA, GA",,40231,has_record_notations
08PWAChp.htm,Results,public/LiftTilYaDie/Results/08PWAChp.htm,False,2008 PACIFIC WEIGHTLIFTING ASSOCIATION CHAMPIONSHIP,"March 16, 2008",2008-03-16,2008-03-16,"Rohnert Park, CA",Jim Schmitz,36437,
08PWAJrChp.htm,Results,public/LiftTilYaDie/Results/08PWAJrChp.htm,False,2008 PACIFIC WEIGHTLIFTING ASSOCIATION JUNIOR CHAMPIONSHIP,"January 13, 2008",2008-01-13,2008-01-13,"San Francisco, CA",,60865,has_record_notations
08Redwood.htm,Results,public/LiftTilYaDie/Results/08Redwood.htm,False,2008 REDWOOD EMPIRE CHAMPIONSHIPS,2008,2008,,"Cotati, CA",,40517,has_record_notations
08SacHighJrOpen.htm,Results,public/LiftTilYaDie/Results/08SacHighJrOpen.htm,False,2008 SACRAMENTO HIGH SCHOOL JUNIOR OPEN,"February 16, 2008",2008-02-16,2008-02-16,"Sacramento, CA",,50515,has_record_notations
08SpringJrOpen.htm,Results,public/LiftTilYaDie/Results/08SpringJrOpen.htm,False,2008 SPRING JUNIOR OPEN,"April 27, 2008",2008-04-27,2008-04-27,"Sacramento, CA",,33632,has_record_notations
08SrNats.htm,Results,public/LiftTilYaDie/Results/08SrNats.htm,True,2008 USA WEIGHTLIFTING SENIOR NATIONALS,"MAR 2, 2008",2008-03-02,2008-03-02,"USA WEIGHTLIFTING SENIOR NATIONALS Columbus, OH",,99029,has_record_notations
08SrQualifier.htm,Results,public/LiftTilYaDie/Results/08SrQualifier.htm,False,2008 SENIOR NATIONALS QUALIFIER,2008,2008,,"Sacramento, CA",,10428,has_record_notations
08TKOpen.htm,Results,public/LiftTilYaDie/Results/08TKOpen.htm,False,2008 TOMMY KONO OPEN,2008,2008,,"Sacramento, CA",,71347,has_record_notations
09AmOpen.htm,Results,public/LiftTilYaDie/Results/09AmOpen.htm,True,2009 USAW AMERICAN OPEN,"December 11 - 13, 2009",2009-12-11,2009-12-13,"USA WEIGHTLIFTING AMERICAN OPEN Mobile, AL",,71520,
09AtlasOpen.htm,Results,public/LiftTilYaDie/Results/09AtlasOpen.htm,False,ATLAS OPEN II,"Nov 9, 2020",2020-11-09,2020-11-09,"Sacramento, CA",,10932,
09BadGirl.htm,Results,public/LiftTilYaDie/Results/09BadGirl.htm,False,2009 BAD GIRL OPEN,"JANUARY 18, 2009",2009-01-18,2009-01-18,"Los Altos, CA",,30177,
09BadGirlII.htm,Results,public/LiftTilYaDie/Results/09BadGirlII.htm,False,2009 BAD GIRL OPEN II,"OCTOBER 18, 2009",2009-10-18,2009-10-18,"Los Altos, CA",,26793,
09CalStrengthOpen.htm,Results,public/LiftTilYaDie/Results/09CalStrengthOpen.htm,False,2009 CALIFORNIA STRENGTH OPEN,"September 27, 2009",2009-09-27,2009-09-27,"San Ramon, CA",,39396,has_record_notations
09Collegiates.htm,Results,public/LiftTilYaDie/Results/09Collegiates.htm,True,2009 NATIONAL COLLEGIATE CHAMPIONSHIPS,"APRIL 17-19, 2009",2009-04-17,2009-04-19,"NATIONAL COLLEGIATES Shreveport, LA",,75594,has_record_notations
09DaritoisMemorial.xls,Results,public/LiftTilYaDie/Results/09DaritoisMemorial.xls,False,,2009,2009,,,,637440,xls_file
09GldWst.htm,Results,public/LiftTilYaDie/Results/09GldWst.htm,False,2009 DON WILSON GOLDEN WEST OPEN,2009,2009,,"Sacramento, CA",,62537,has_record_notations
09HSFTeam.htm,Results,public/LiftTilYaDie/Results/09HSFTeam.htm,False,2009 HASSLE FREE JUNIOR TEAM CHALLENGE,"April 18, 2009",2009-04-18,2009-04-18,"San Franciso, CA",,36549,
09MDM.htm,Results,public/LiftTilYaDie/Results/09MDM.htm,False,2009 MOTHER'S DAY MADNESS INVITATIONAL,"May 10, 2009",2009-17-10,2009-17-10,"San Ramon, CA",,8506,
09NatJrs.htm,Results,public/LiftTilYaDie/Results/09NatJrs.htm,True,2009 NATIONAL JUNIORS,"March 20 - 22, 2009",2009-03-20,2009-03-22,"USA WEIGHTLIFTING NATIONAL JUNIORS Foster City, CA",,64875,
09NorCal.htm,Results,public/LiftTilYaDie/Results/09NorCal.htm,False,2009 NORTHERN CALIFORNIA OPEN,"MAY 3, 2009",2009-17-03,2009-17-03,"Los Altos, CA",,52655,has_record_notations
09NSA.htm,Results,public/LiftTilYaDie/Results/09NSA.htm,True,2009 NATIONAL SCHOOLAGE CHAMPIONSHIPS,"June 19 - 21, 2009",2009-06-19,2009-06-21,"USA WEIGHTLIFTING National Schoolage Championships GAINESVILLE, GA",,191423,large_file_possibly_multi_meet
09PanAmTeamTrials.htm,Results,public/LiftTilYaDie/Results/09PanAmTeamTrials.htm,True,2009 PAN AM TEAM SECONDARY QUALIFIER,2009,2009,,"PAN AM TEAM SECONDARY QUALIFIER Foster City, CA",,19359,has_record_notations
09PWAChp.htm,Results,public/LiftTilYaDie/Results/09PWAChp.htm,False,2009 PACIFIC WEIGHTLIFTING ASSOCIATION CHAMPIONSHIP,"February 21, 2009",2009-02-21,2009-02-21,"Sacramento, CA",,57027,has_record_notations
09Redwood.htm,Results,public/LiftTilYaDie/Results/09Redwood.htm,False,2009 REDWOOD EMPIRE CHAMPIONSHIPS,2009,2009,,"Cotati, CA",,37299,
09SacJrOpen.htm,Results,public/LiftTilYaDie/Results/09SacJrOpen.htm,False,2009 SACRAMENTO JUNIOR OPEN,"January 24, 2009",2009-01-24,2009-01-24,"Sacramento, CA",,50092,has_record_notations
09SpringFest.htm,Results,public/LiftTilYaDie/Results/09SpringFest.htm,False,2009 WERKSAN SPRINGFEST,"May 23, 2009",2009-17-23,2009-17-23,"Sacramento, CA",,51495,has_record_notations
09SrNats.htm,Results,public/LiftTilYaDie/Results/09SrNats.htm,True,2009 USA WEIGHTLIFTING SENIOR NATIONALS,"JUNE 4 - 7, 2009",2009-06-04,2009-06-07,"USA WEIGHTLIFTING SENIOR NATIONALS Chicago, IL",,53583,
09TKOpen.htm,Results,public/LiftTilYaDie/Results/09TKOpen.htm,False,2009 TOMMY KONO OPEN,2009,2009,,"Sacramento, CA",,42055,has_record_notations
10AmOpen.htm,Results,public/LiftTilYaDie/Results/10AmOpen.htm,True,2010 USAW AMERICAN OPEN,"December 10 - 12, 2010",2010-12-10,2010-12-12,"USA WEIGHTLIFTING AMERICAN OPEN Cincinnati, OH",,92015,has_record_notations
10AtlasOpen.htm,Results,public/LiftTilYaDie/Results/10AtlasOpen.htm,False,ATLAS OPEN III,2010,2010,,"Sacramento, CA",Jim Schmitz,24026,has_record_notations
10CalStrengthClassic.htm,Results,public/LiftTilYaDie/Results/10CalStrengthClassic.htm,False,2010 CALIFORNIA STRENGTH CLASSIC,"March 28, 2010",2010-03-28,2010-03-28,"San Ramon, CA",,35225,has_record_notations
10CalStrengthOpen.htm,Results,public/LiftTilYaDie/Results/10CalStrengthOpen.htm,False,2010 CALIFORNIA STRENGTH OPEN,"October 3, 2010",2010-10-03,2010-10-03,"San Ramon, CA",,26710,has_record_notations
10GldWst.htm,Results,public/LiftTilYaDie/Results/10GldWst.htm,False,2010 DON WILSON GOLDEN WEST OPEN,"November 6-7, 2010",2010-11-06,2010-11-07,"San Ramon, CA",,37886,has_record_notations
10LastChanceSchoolage.htm,Results,public/LiftTilYaDie/Results/10LastChanceSchoolage.htm,False,2010 LAST CHANCE SCHOOLAGE QUALIFIER,2010,2010,,"Los Altos, CA",,20704,
10LincolnSchoolage.htm,Results,public/LiftTilYaDie/Results/10LincolnSchoolage.htm,False,2010 LINCOLN SCHOOLAGE MEET,2010,2010,,"San Francisco, CA",,15082,
10NatJrs.htm,Results,public/LiftTilYaDie/Results/10NatJrs.htm,True,2010 NATIONAL JUNIOR CHAMPIONSHIPS,"February  26-28, 2010",2010-02-26,2010-02-28,"USA WEIGHTLIFTING NATIONAL JUNIOR CHAMPIONSHIPS Rochester, MN",,57098,has_record_notations
10NorCal.htm,Results,public/LiftTilYaDie/Results/10NorCal.htm,False,2010 NORTHERN CALIFORNIA OPEN,"MAY 15, 2010",2010-17-15,2010-17-15,"Novato, CA",,26391,has_record_notations
10NSA.htm,Results,public/LiftTilYaDie/Results/10NSA.htm,True,2010 NATIONAL SCHOOLAGE CHAMPIONSHIPS,"June 25 - 27, 2010",2010-06-25,2010-06-27,"USA WEIGHTLIFTING National Schoolage Championships FOSTER CITY, CA",,123574,has_record_notations
10PWAChp.htm,Results,public/LiftTilYaDie/Results/10PWAChp.htm,False,2010 PACIFIC WEIGHTLIFTING ASSOCIATION CHAMPIONSHIP,"January 30, 2010",2010-01-30,2010-01-30,"Sacramento, CA",,27352,has_record_notations
